Site,Room,Strata,Photo No,Image,Type,Assocnoeg,Box,GridE,GridN,Orientation,DepBeg,DepEnd,Date,CDRH: Date,Photographer,Feature No,Signi Art No,Other No,"CDRH: Human Remains 
(y/n)",Subject,CDRH: Subject Category 1,CDRH: Subject Category 2,CDRH: Subject Category 3,Comments,Storage Location,Data Entry,CDRH: Image Quality Notes,CDRH: Notes
LA 8846,093W,,04369,slide,,no,PA011,,,West,7.17,7.17,0720977,19770720,Peter George,,,,N,,Feature-wall,,,"slabs below floor, west wall",Salmon Curation Office,N Espinosa,,
LA 8846,093W,,04370,slide,,no,PA011,,,West,7.17,7.17,0720977,19770720,Peter George,,,,N,,Feature-wall,,,"slabs below floor, west wall, detail",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,093W,,04371,slide,,no,PA011,38-39E,04S,South,5.9,5.9,0726977,19770726,Peter George,,,,N,,Feature-floor,,,"hearth, detail",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,093W,,04372,slide,,no,PA011,38-39E,04S,North,5.9,5.9,0726977,19770726,Peter George,,,,N,,Feature-floor,,,"hearth, detail",Salmon Curation Office,N Espinosa,,
LA 8846,093W,,04373,slide,,no,PA011,38-39E,04S,North,5.9,5.9,0817977,19770817,Peter George,,,,N,,Feature-floor,,,"hearth, detail",Salmon Curation Office,N Espinosa,,Photo board not fully visible
LA 8846,093W,,04374,slide,,no,PA011,38-39E,04S,East,5.9,5.9,0817977,19770817,Peter George,,,,N,,Feature-floor,,,hearth; bin,Salmon Curation Office,N Espinosa,,
LA 8846,093W,,04375,slide,,no,PA011,38-39E,04S,North,5.9,5.9,0817977,19770817,Peter George,,,,N,,Feature-floor,,,"hearth, detail",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,093W,,04376,slide,,no,PA011,38-39E,04S,North,5.9,5.9,0817977,19770817,Peter George,,,,N,,Feature-floor,,,hearth; bin,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,093W,,04377,slide,,no,PA011,38-39E,04S,East,5.9,5.9,0817977,19770817,Peter George,,,,N,,Feature-floor,,,"hearth, detail",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,093W,,04378,slide,,no,PA011,,,East,5.9,5.9,0817977,19770817,Peter George,,,,N,,Wall,Floor,,east wall,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,093W,,04379,slide,,no,PA011,,,East,5.9,5.9,0817977,19770817,Peter George,,,,N,,Feature-floor,,,hearth/bin/room context,Salmon Curation Office,N Espinosa,,
LA 8846,093W,,04380,slide,,no,PA011,,,East,5.9,5.9,0817977,19770817,Peter George,,,,N,,Feature-floor,,,hearth/bin/room context,Salmon Curation Office,N Espinosa,,
LA 8846,093W,,04381,slide,,no,PA011,,,East,5.9,5.9,0817977,19770817,Peter George,,,,N,,Feature-floor,,,east wall/floor context,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,093W,,04382,slide,,no,PA011,,,East,,,0818977,19770818,Peter George,,,,N,,Wall,,,east wall profile detail: original floor,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,093W,,04383,slide,,no,PA011,,,East,,,0818977,19770818,Peter George,,,,N,,Wall,,,east wall profile detail: original floor,Salmon Curation Office,N Espinosa,,
LA 8846,093W,,04384,slide,,no,PA011,,,East,,,0818977,19770818,Peter George,,,,N,,Wall,,,east wall profile detail: original floor,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04385,slide,,no,PA011,,,Southwest,,,0813975,19750813,Peter George,,,,N,,Feature-floor,,,floor/room context,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04386,slide,,no,PA011,,,Southwest,,,0813975,19750813,Peter George,,,,N,,Feature-wall,,,bench/room context,Salmon Curation Office,N Espinosa,,
LA 8846,094W,,04387,slide,,no,PA011,,,Southwest,,,0813975,19750813,Peter George,,,,N,,Feature-floor,,,bench/room context; groundstone,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04388,slide,,no,PA011,,,Southwest,,,0813975,19750813,Peter George,,,,N,,Feature-floor,,,deflector/ventilation shaft/groundstone/bench/room context,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04389,slide,,no,PA011,,,West,,,0813975,19750813,Peter George,,,,N,,Feature-wall,Floor,,floor/bench/room context,Salmon Curation Office,N Espinosa,,
LA 8846,094W,,04390,slide,,no,PA011,,,West,,,0813975,19750813,Peter George,,,,N,,Feature-floor,,,floor overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04391,slide,,no,PA011,,,West,,,0813975,19750813,Peter George,,,,N,,Feature-floor,,,floor/bench overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04392,slide,,no,PA011,,,West,,,0813975,19750813,Peter George,,,,N,,Feature-floor,,,hearth; defflector; ventilation shaft,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04393,slide,,no,PA011,,,West,,,0813975,19750813,Peter George,,,,N,,Feature-floor,,,"floor overview, west side",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04394,slide,,no,PA011,,,West,,,0813975,19750813,Peter George,,,,N,,Feature-floor,,,bench/room context; groundstone,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04395,slide,,no,PA011,,,West,,,0813975,19750813,Peter George,,,,N,,Feature-floor,,,bench/room context; groundstone,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04396,slide,,no,PA011,,,Northwest,,,0813975,19750813,Peter George,,,,N,,Feature-floor,Feature-wall,,"floor/bench/room context, north arc",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04397,slide,,no,PA011,,,Northwest,,,0813975,19750813,Peter George,,,,N,,Feature-floor,,,"floor/bench/room context, north arc",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04398,slide,,no,PA011,,,South,,,0814975,19750814,Peter George,,,,N,,Feature-floor,,,"floor/bench/room context, south arc",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04399,slide,,no,PA011,,,Southeast,,,0814975,19750814,Peter George,,,,N,,Feature-floor,,,"floor/bench/room context, south arc",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04400,slide,,no,PA011,,,Southeast,,,0814975,19750814,Peter George,,,,N,,Feature-floor,Feature-wall,,"floor/bench/room context, south arc",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04401,slide,,no,PA011,,,East,,,0814975,19750814,Peter George,,,,N,,Feature-wall,Floor,,"east kiva arc, bench, and pilasters",Salmon Curation Office,N Espinosa,,
LA 8846,094W,,04402,slide,,no,PA011,,,North,,,0814975,19750814,Peter George,,,,N,,Feature-wall,Floor,,"north kiva arc, bench, and pilasters",Salmon Curation Office,N Espinosa,,
LA 8846,094W,,04403,slide,,no,PA011,,,South,,,0814975,19750814,Peter George,,,,N,,Feature-floor,Feature-wall,,hearth; deflector; niche,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04404,slide,,no,PA011,,,South,,,0814975,19750814,Peter George,,,,N,,Feature-floor,,,"bench, overhead",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04405,slide,,no,PA011,,,South,,,0814975,19750814,Peter George,,,,N,,Feature-floor,,,"hearth, detail",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04406,slide,,no,PA011,,,South,,,0814975,19750814,Peter George,,,,N,,Feature-floor,,,"hearth, detail",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04407,slide,,no,PA011,,,South,,,0814975,19750814,Peter George,,,,N,,Feature-wall,,,niche,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04408,slide,,no,PA011,,,Southeast,,,0814975,19750814,Peter George,,,,N,,Feature-floor,,,"bench, overhead",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04409,slide,,no,PA011,,,Southeast,,,0814975,19750814,Peter George,,,,?,,Floor,Artifact-ceramic,Artifact-bone,floor; bone; sherd; cobble (manos?),Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04410,slide,,no,PA011,,,Southeast,,,0814975,19750814,Peter George,,,,?,,Feature-floor,Artifact-bone,,floor; bone; sherd; cobble (manos?),Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04411,slide,,no,PA011,,,Southeast,,,0814975,19750814,Peter George,,,,?,,Feature-floor,Artifact-bone,,floor; bone; sherd; cobble (manos?),Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04412,slide,,no,PA011,,,Southeast,,,0814975,19750814,Peter George,,,,N,,Feature-floor,,,groudstone/slab with red ocher,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04413,slide,,no,PA011,,,Southeast,,,0814975,19750814,Peter George,,,,N,,Feature-floor,,,cores,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04414,slide,,no,PA011,,,Southeast,,,0814975,19750814,Peter George,,,,N,,Feature-floor,,,cores,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04415,slide,,no,PA011,,,Southeast,,,0814975,19750814,Peter George,,,,N,,Feature-floor,,,mano,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04416,slide,,no,PA011,,,Southeast,,,0814975,19750814,Peter George,,,,?,,Feature-floor,Artifact-lithic,Artifact-bone,slab; worked bone,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04417,slide,,no,PA011,,,Southeast,,,0814975,19750814,Peter George,,,,?,,Artifact-bone,Artifact-lithic,,"slab; worked bone, detail",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04418,slide,,no,PA011,,,Southwest,,,0814975,19750814,Peter George,,,,N,,Artifact-ceramic,,,sherds/shattered vessel,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04419,slide,,no,PA011,,,Southwest,,,0814975,19750814,Peter George,,,,N,,Feature-floor,,,"bench, overview; cobble (manos); bone; slab",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04420,slide,,no,PA011,,,East,,,0814975,19750814,Peter George,,,,N,,Feature-floor,,,bench/floor overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04421,slide,,no,PA011,,,Northeast,,,0814975,19750814,Peter George,,,,?,,Feature-floor,Wall,,bench/floor overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04422,slide,,no,PA011,,,Northwest,,,0814975,19750814,Peter George,,,,?,,Feature-floor,Wall,Artifact-bone,northwest kiva arc,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04435,slide,,no,PA011,,,Northeast,,,0814975,19750814,Peter George,,,,?,,Floor,Wall,,northeast kiva arc,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04436,slide,,no,PA011,,,Northeast,,,0814975,19750814,Peter George,,,,?,,Feature-floor,,,floor; manos; hearth; deflector; bone,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04437,slide,,no,PA011,,,Northeast,,,0814975,19750814,Peter George,,,,?,,Feature-floor,,,floor; manos; hearth; deflector; bone,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04438,slide,,no,PA011,,,Northeast,,,0814975,19750814,Peter George,,,,?,,Feature-floor,Artifact-ceramic,,"bench/floor context, overhead",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04439,slide,,no,PA011,,,North,,,0814975,19750814,Peter George,,,,?,,Floor,Feature-wall,,"bench/floor context, north kiva arc",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04440,slide,,no,PA011,,,North,,,0814975,19750814,Peter George,,,,?,,Feature-floor,Artifact-ceramic,Artifact-lithic,ventilation shaft; sherds; axe; manos,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04441,slide,,no,PA011,,,North,,,0814975,19750814,Peter George,,,,N,,Feature-floor,Artifact-lithic,,ventilation shaft; axe,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04442,slide,,no,PA011,,,North,,,0814975,19750814,Peter George,,,,?,,Feature-floor,Artifact-lithic,Artifact-bone,hearth; vent shaft; axe; sherds; bone; slab,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04443,slide,,no,PA011,,,North,,,0814975,19750814,Peter George,,,,?,,Artifact-lithic,,,axe; manos,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04444,slide,,no,PA011,,,North,,,0814975,19750814,Peter George,,,,N,,Feature-wall,,,niche,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04445,slide,,no,PA011,,,North,,,0814975,19750814,Peter George,,,,?,,Artifact-bone,,,worked bone; fragmented bone concentration,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04446,slide,,no,PA011,,,West,,,0814975,19750814,Peter George,,,,?,,Artifact-bone,Artifact-lithic,,worked bone; large cobble,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04447,slide,,no,PA011,,,West,,,0814975,19750814,Peter George,,,,?,,Artifact-bone,Feature-floor,,worked bone; large cobble,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04448,slide,,no,PA011,,,South,,,0814975,19750814,Peter George,,,,?,,Feature-floor,Artifact-bone,Artifact-lithic,floor overview; in situ artifacts,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04449,slide,,no,PA011,,,South,,,0814975,19750814,Peter George,,,,?,,Feature-floor,Feature-wall,,room/site context,Salmon Curation Office,N Espinosa,,
LA 8846,094W,,04450,slide,,no,PA011,,,South,,,0814975,19750814,Peter George,,,,?,,Feature-floor,Artifact-ceramic,Artifact-bone,floor; hearth; deflector; niche,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04451,slide,,no,PA011,,,South,,,0814975,19750814,Peter George,,,,?,,Feature-floor,Feature-wall,Artifact-ceramic,floor; hearth; deflector; niche,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04452,slide,,no,PA011,,,South,,,0814975,19750814,Peter George,,,,?,,Floor,Artifact-bone,,"floor, overhead, south kiva arc",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,094W,,04453,slide,,no,PA011,,,South,,,0814975,19750814,Peter George,,,,?,,Feature-floor,,,"floor, overhead, west kiva arc",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04454,slide,,no,PA012,,,South,,,0806973,19730806,Peter George,,,,N,,Feature-wall,Feature-floor,,floor; south kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04455,slide,,no,PA012,,,Southeast,,,0806973,19730806,Peter George,,,,N,,Feature-wall,Feature-floor,,floor; southeast kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04456,slide,,no,PA012,,,Southwest,,,0806973,19730806,Peter George,,,,?,,Feature-wall,Feature-floor,,floor; southwest kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04457,slide,,no,PA012,,,South,,,0806973,19730806,Peter George,,,,?,,Feature-wall,Feature-floor,,floor; south kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04458,slide,,no,PA012,,,South,,,0806973,19730806,Peter George,,,,?,,Feature-floor,,,"floor, overview",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04459,slide,,no,PA012,,,Southeast,,,0806973,19730806,Peter George,,,,?,,Feature-wall,Feature-floor,,floor; east kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04460,slide,,no,PA012,,,Southwest,,,0806973,19730806,Peter George,,,,?,,Feature-wall,Feature-floor,,floor; southwest kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04461,slide,,no,PA012,,,South,,,0806973,19730806,Peter George,,,,?,,Feature-floor,Feature-wall,,floor; south kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04462,slide,,no,PA012,,,South,,,0806973,19730806,Peter George,,,,?,,Feature-floor,,,floor; south kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04463,slide,,no,PA012,,,South,,,0806973,19730806,Peter George,,,,?,,Feature-floor,Feature-wall,,floor; south kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04464,slide,,no,PA012,,,Southeast,,,0806973,19730806,Peter George,,,,?,,Feature-floor,Feature-wall,,floor; east kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04465,slide,,no,PA012,,,Southwest,,,0806973,19730806,Peter George,,,,?,,Feature-floor,Feature-wall,,floor; west kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04466,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-wall,Feature-floor,,floor; south kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04467,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-wall,Feature-floor,,floor; south kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04468,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-wall,Feature-floor,,floor; south kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04469,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-wall,Feature-floor,,floor; south kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04470,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-floor,,,kiva floor,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04471,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-floor,,,kiva floor,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04472,slide,,no,PA012,,,Southeast,,,0807973,19730807,Peter George,,,,?,,Feature-wall,Feature-floor,,floor; east kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04473,slide,,no,PA012,,,Southeast,,,0807973,19730807,Peter George,,,,?,,Feature-wall,Feature-floor,,floor; east kiva arc; hearth; deflector,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04474,slide,,no,PA012,,,West,,,0807973,19730807,Peter George,,,,?,,Feature-floor,,,kiva floor,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04475,slide,,no,PA012,,,West,,,0807973,19730807,Peter George,,,,?,,Feature-floor,,,kiva floor,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04476,slide,,no,PA012,,,North,,,0807973,19730807,Peter George,,,,?,,Feature-wall,,,north wall/kiva arc,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04477,slide,,no,PA012,,,North,,,0807973,19730807,Peter George,,,,?,,Feature-floor,,,kiva floor,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04478,slide,,no,PA012,,,North,,,0807973,19730807,Peter George,,,,N,,Feature-floor,,,kiva floor,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04479,slide,,no,PA012,,,North,,,0807973,19730807,Peter George,,,,?,,Feature-floor,,,"floor; deflector; hearth, overhead",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04480,slide,,no,PA012,,,North,,,0807973,19730807,Peter George,,,,N,,Feature-floor,,,"floor; deflector; hearth, overhead",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04481,slide,,no,PA012,,,East,,,0807973,19730807,Peter George,,,,?,,Feature-wall,,,east wall/kiva arc,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04482,slide,,no,PA012,,,East,,,0807973,19730807,Peter George,,,,N,,Feature-floor,,,floor; east kiva arc,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04483,slide,,no,PA012,,,East,,,0807973,19730807,Peter George,,,,?,,Feature-floor,,,floor,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04484,slide,,no,PA012,,,Southwest,,,0807973,19730807,Peter George,,,,N,,Feature-floor,Feature-wall,,southwest kiva wall; plaster; cobble assemblage,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04485,slide,,no,PA012,,,Southwest,,,0807973,19730807,Peter George,,,,Y,,Feature-floor,,,floor; cobble assemblage,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04486,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,N,,Feature-floor,,,"beam, charred; cobble assemblage",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04487,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-floor,,,"beam, charred; cobble assemblage; sherds; bone",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04488,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-floor,,,hearth,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04489,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-floor,,,hearth; deflector,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04490,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-floor,Feature-wall,,hearth; deflector,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04491,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-wall,,,Rm 102 fill in keyhole,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04492,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-floor,,,hearth; deflector,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04493,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-floor,Feature-wall,,hearth; deflector,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04494,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-wall,,,deflector/keyhole detail,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04495,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,Y,,Feature-floor,Feature-wall,,keyhole detail; bone,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04496,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-wall,,,keyhole detail; bone,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04497,slide,,no,PA012,,,Southeast,,,0807973,19730807,Peter George,,,,?,,Artifact-ceramic,,,sherds; bone,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04498,slide,,no,PA012,,,Northeast,,,0807973,19730807,Peter George,,,,N,,Artifact-ceramic,,,"burned pot, in situ",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04499,slide,,no,PA012,,,Northeast,,,0807973,19730807,Peter George,,,,N,,Feature-wall,Artifact-lithic,,shaft straightener on bench,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04500,slide,,no,PA012,,,Southeast,,,0807973,19730807,Peter George,,,,N,,Artifact-bone,,,bone awl,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04501,slide,,no,PA012,,,West,,,0807973,19730807,Peter George,,,,?,,Feature-floor,Feature-wall,,floor; west kiva arc,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04502,slide,,no,PA012,,,Southwest,,,0807973,19730807,Peter George,,,,?,,Feature-floor,Feature-wall,,floor; southwest kiva arc,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04503,slide,,no,PA012,,,Southwest,,,0807973,19730807,Peter George,,,,?,,Feature-floor,Feature-wall,,floor; southwest kiva arc,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04504,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-floor,Feature-wall,,floor; south kiva arc,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04505,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-floor,Feature-wall,,floor; south kiva arc,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04506,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-floor,Feature-wall,,floor; south kiva arc,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04507,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,?,,Feature-floor,Feature-wall,,floor; south kiva arc,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04508,slide,,no,PA012,,,Southeast,,,0807973,19730807,Peter George,,,,?,,Feature-floor,Feature-wall,,floor; southeast kiva arc,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04509,slide,,no,PA012,,,Southeast,,,0807973,19730807,Peter George,,,,?,,Feature-floor,Feature-wall,,floor; southeast kiva arc,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04510,slide,,no,PA012,,,Southwest,,,0807973,19730807,Peter George,,,,?,,Feature-floor,Feature-wall,,floor; southwest kiva arc,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04511,slide,,no,PA012,,,Southwest,,,0807973,19730807,Peter George,,,,?,,Feature-floor,Feature-wall,,floor; southwest kiva arc,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04512,slide,,no,PA012,,,Southwest,,,0807973,19730807,Peter George,,,,N,,Feature-wall,Feature-floor,,southwest corner detail,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04513,slide,,no,PA012,,,Southwest,,,0807973,19730807,Peter George,,,,N,,Feature-wall,Feature-floor,,southwest corner detail,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04514,slide,,no,PA012,,,Southwest,,,0807973,19730807,Peter George,,,,N,,Feature-floor,,,floor overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04515,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,N,,Feature-floor,,,floor overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04516,slide,,no,PA012,,,South,,,0807973,19730807,Peter George,,,,N,,Feature-wall,Feature-floor,,east/southeast kiva arc; east wall,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04517,slide,,no,PA012,,,Southeast,,,0807973,19730807,Peter George,,,,N,,Feature-wall,Feature-floor,,east/southeast kiva arc; east wall,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04518,slide,,no,PA012,,,Southeast,,,0807973,19730807,Peter George,,,,N,,Artifact-ceramic,,,in situ vessel,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04519,slide,,no,PA012,,,Southeast,,,0810973,19730810,Peter George,,,,?,,Artifact-lithic,Artifact-bone,,bone; slab covering pot,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,096W,,04520,slide,,no,PA012,51E,00-02N,East,6.09,6.09,0810973,19730810,Peter George,,,,N,,Feature-floor,Feature-wall,,east kiva arc; east wall,Salmon Curation Office,N Espinosa,,
LA 8846,096W,,04521,slide,,no,PA012,51E,00-02N,East,6.09,6.09,0810973,19730810,Peter George,,,,N,,Feature-floor,Feature-wall,,east kiva arc; east wall,Salmon Curation Office,N Espinosa,,
